TypeOfRoad,Unit,Country,Year,RoadTrafficDeaths
RD_URB,RT,HU,2012,2.1
RD_URB,RT,IE,2012,1.0
RD_URB,RT,IS,2012,0.6
RD_URB,RT,IT,2012,2.7
RD_URB,RT,LU,2012,1.3
RD_URB,RT,LV,2012,2.6
RD_URB,RT,NL,2012,1.2
RD_URB,RT,PL,2012,4.3
RD_URB,RT,PT,2012,3.8
RD_URB,RT,RO,2012,6.2
RD_URB,RT,SE,2012,0.9
RD_URB,RT,SI,2012,2.0
RD_URB,RT,UK,2012,1.0
TOTAL,NR,AT,2012,531.0
TOTAL,NR,BE,2012,827.0
TOTAL,NR,BG,2012,601.0
TOTAL,NR,CH,2012,339.0
TOTAL,NR,CY,2012,51.0
TOTAL,NR,CZ,2012,742.0
TOTAL,NR,DE,2012,3600.0
TOTAL,NR,DK,2012,167.0
TOTAL,NR,EE,2012,87.0
TOTAL,NR,EL,2012,988.0
TOTAL,NR,ES,2012,1859.0
TOTAL,NR,EU27_2020,2012,26457.0
TOTAL,NR,EU28,2012,28231.0
TOTAL,NR,FI,2012,255.0
TOTAL,NR,FR,2012,3653.0
TOTAL,NR,HR,2012,393.0
TOTAL,NR,HU,2012,605.0
TOTAL,NR,IE,2012,163.0
TOTAL,NR,IS,2012,9.0
TOTAL,NR,IT,2012,3753.0
TOTAL,NR,LI,2012,1.0
TOTAL,NR,LT,2012,302.0
TOTAL,NR,LU,2012,34.0
TOTAL,NR,LV,2012,177.0
TOTAL,NR,MT,2012,9.0
TOTAL,NR,NL,2012,562.0
TOTAL,NR,NO,2012,145.0
TOTAL,NR,PL,2012,3571.0
TOTAL,NR,PT,2012,718.0
TOTAL,NR,RO,2012,2042.0
TOTAL,NR,SE,2012,285.0
TOTAL,NR,SI,2012,130.0
TOTAL,NR,SK,2012,352.0
TOTAL,NR,TR,2012,3750.0
TOTAL,NR,UK,2012,1802.0
TOTAL,RT,AT,2012,6.3
TOTAL,RT,BE,2012,7.4
TOTAL,RT,BG,2012,8.2
TOTAL,RT,CH,2012,4.2
TOTAL,RT,CY,2012,5.9
TOTAL,RT,CZ,2012,7.1
TOTAL,RT,DE,2012,4.5
TOTAL,RT,DK,2012,3.0
TOTAL,RT,EE,2012,6.6
TOTAL,RT,EL,2012,8.9
TOTAL,RT,ES,2012,4.0
TOTAL,RT,EU27_2020,2012,6.0
TOTAL,RT,EU28,2012,5.6
TOTAL,RT,FI,2012,4.7
TOTAL,RT,FR,2012,5.6
TOTAL,RT,HR,2012,9.2
TOTAL,RT,HU,2012,6.1
TOTAL,RT,IE,2012,3.5
TOTAL,RT,IS,2012,2.8
TOTAL,RT,IT,2012,6.3
TOTAL,RT,LI,2012,2.7
TOTAL,RT,LT,2012,10.1
TOTAL,RT,LU,2012,6.4
TOTAL,RT,LV,2012,8.7
TOTAL,RT,MT,2012,2.1
TOTAL,RT,NL,2012,3.4
TOTAL,RT,NO,2012,2.9
TOTAL,RT,PL,2012,9.4
TOTAL,RT,PT,2012,6.8
TOTAL,RT,RO,2012,10.2
TOTAL,RT,SE,2012,3.0
TOTAL,RT,SI,2012,6.3
TOTAL,RT,SK,2012,6.5
TOTAL,RT,TR,2012,5.0
TOTAL,RT,UK,2012,2.8
UNK,NR,BE,2012,25.0
UNK,NR,EE,2012,87.0
UNK,NR,LI,2012,1.0
UNK,NR,LT,2012,302.0
UNK,NR,MT,2012,9.0
UNK,NR,NL,2012,6.0
UNK,NR,NO,2012,145.0
UNK,NR,SE,2012,4.0
UNK,NR,SK,2012,352.0
UNK,RT,BE,2012,0.2
UNK,RT,EE,2012,6.6
UNK,RT,LI,2012,2.7
UNK,RT,LT,2012,10.1
UNK,RT,MT,2012,2.1
UNK,RT,NL,2012,0.0
UNK,RT,NO,2012,2.9
UNK,RT,SE,2012,0.0
UNK,RT,SK,2012,6.5
MWAY,NR,AT,2013,31.0
MWAY,NR,BE,2013,128.0
MWAY,NR,BG,2013,20.0
MWAY,NR,CH,2013,23.0
MWAY,NR,CY,2013,2.0
MWAY,NR,CZ,2013,25.0
MWAY,NR,DE,2013,428.0
MWAY,NR,DK,2013,12.0
MWAY,NR,EL,2013,79.0
MWAY,NR,ES,2013,290.0
MWAY,NR,FI,2013,8.0
MWAY,NR,FR,2013,238.0
MWAY,NR,HR,2013,38.0
MWAY,NR,HU,2013,30.0
MWAY,NR,IE,2013,8.0
MWAY,NR,IT,2013,321.0
MWAY,NR,LU,2013,6.0
MWAY,NR,NL,2013,57.0
MWAY,NR,PL,2013,40.0
MWAY,NR,PT,2013,44.0
MWAY,NR,RO,2013,24.0
MWAY,NR,SE,2013,18.0
MWAY,NR,SI,2013,16.0
MWAY,NR,UK,2013,93.0
MWAY,RT,AT,2013,0.4
MWAY,RT,BE,2013,1.1
MWAY,RT,BG,2013,0.3
MWAY,RT,CH,2013,0.3
MWAY,RT,CY,2013,0.2
MWAY,RT,CZ,2013,0.2
MWAY,RT,DE,2013,0.5
MWAY,RT,DK,2013,0.2
MWAY,RT,EL,2013,0.7
MWAY,RT,ES,2013,0.6
MWAY,RT,FI,2013,0.1
MWAY,RT,FR,2013,0.4
MWAY,RT,HR,2013,0.9
MWAY,RT,HU,2013,0.3
MWAY,RT,IE,2013,0.2
MWAY,RT,IT,2013,0.5
MWAY,RT,LU,2013,1.1
MWAY,RT,NL,2013,0.3
MWAY,RT,PL,2013,0.1
MWAY,RT,PT,2013,0.4
MWAY,RT,RO,2013,0.1
MWAY,RT,SE,2013,0.2
MWAY,RT,SI,2013,0.8
MWAY,RT,UK,2013,0.1
RD_RUR,NR,AT,2013,309.0
RD_RUR,NR,BE,2013,429.0
RD_RUR,NR,BG,2013,354.0
RD_RUR,NR,CH,2013,133.0
RD_RUR,NR,CY,2013,12.0
RD_RUR,NR,CZ,2013,388.0
RD_RUR,NR,DE,2013,1934.0
RD_RUR,NR,DK,2013,120.0
RD_RUR,NR,EL,2013,336.0
RD_RUR,NR,ES,2013,935.0
RD_RUR,NR,FI,2013,193.0
RD_RUR,NR,FR,2013,2098.0
RD_RUR,NR,HR,2013,117.0
RD_RUR,NR,HU,2013,329.0
RD_RUR,NR,IE,2013,145.0
RD_RUR,NR,IS,2013,11.0
RD_RUR,NR,IT,2013,1652.0
RD_RUR,NR,LU,2013,24.0
RD_RUR,NR,LV,2013,126.0
RD_RUR,NR,NL,2013,203.0
RD_RUR,NR,NO,2013,153.0
RD_RUR,NR,PL,2013,1736.0
RD_RUR,NR,PT,2013,241.0
RD_RUR,NR,RO,2013,677.0
RD_RUR,NR,SE,2013,181.0
RD_RUR,NR,SI,2013,56.0
RD_RUR,NR,UK,2013,1124.0
RD_RUR,RT,AT,2013,3.6
RD_RUR,RT,BE,2013,3.8
RD_RUR,RT,BG,2013,4.9
RD_RUR,RT,CH,2013,1.6
RD_RUR,RT,CY,2013,1.4
RD_RUR,RT,CZ,2013,3.7
RD_RUR,RT,DE,2013,2.4
RD_RUR,RT,DK,2013,2.1
RD_RUR,RT,EL,2013,3.1
RD_RUR,RT,ES,2013,2.0
RD_RUR,RT,FI,2013,3.5
RD_RUR,RT,FR,2013,3.2
RD_RUR,RT,HR,2013,2.8
RD_RUR,RT,HU,2013,3.3
RD_RUR,RT,IE,2013,3.1
RD_RUR,RT,IS,2013,3.4
RD_RUR,RT,IT,2013,2.7
RD_RUR,RT,LU,2013,4.4
RD_RUR,RT,LV,2013,6.3
RD_RUR,RT,NL,2013,1.2
RD_RUR,RT,NO,2013,3.0
RD_RUR,RT,PL,2013,4.6
RD_RUR,RT,PT,2013,2.3
RD_RUR,RT,RO,2013,3.4
RD_RUR,RT,SE,2013,1.9
RD_RUR,RT,SI,2013,2.7
RD_RUR,RT,UK,2013,1.8
RD_URB,NR,AT,2013,115.0
RD_URB,NR,BE,2013,200.0
RD_URB,NR,BG,2013,227.0
RD_URB,NR,CH,2013,113.0
RD_URB,NR,CY,2013,30.0
RD_URB,NR,CZ,2013,241.0
RD_URB,NR,DE,2013,977.0
RD_URB,NR,DK,2013,59.0
RD_URB,NR,EL,2013,464.0
RD_URB,NR,ES,2013,411.0
RD_URB,NR,FI,2013,57.0
RD_URB,NR,FR,2013,932.0
RD_URB,NR,HR,2013,213.0
RD_URB,NR,HU,2013,232.0
RD_URB,NR,IE,2013,35.0
RD_URB,NR,IS,2013,4.0
RD_URB,NR,IT,2013,1428.0
RD_URB,NR,LU,2013,15.0
RD_URB,NR,LV,2013,53.0
RD_URB,NR,NL,2013,201.0
RD_URB,NR,NO,2013,31.0
RD_URB,NR,PL,2013,1581.0
RD_URB,NR,PT,2013,352.0
RD_URB,NR,RO,2013,1160.0
RD_URB,NR,SE,2013,55.0
RD_URB,NR,SI,2013,53.0
RD_URB,NR,UK,2013,553.0
RD_URB,RT,AT,2013,1.4
RD_URB,RT,BE,2013,1.8
RD_URB,RT,BG,2013,3.1
RD_URB,RT,CH,2013,1.4
RD_URB,RT,CY,2013,3.5
RD_URB,RT,CZ,2013,2.3
RD_URB,RT,DE,2013,1.2
RD_URB,RT,DK,2013,1.1
RD_URB,RT,EL,2013,4.2
RD_URB,RT,ES,2013,0.9
RD_URB,RT,FI,2013,1.0
RD_URB,RT,FR,2013,1.4
RD_URB,RT,HR,2013,5.0
RD_URB,RT,HU,2013,2.3
RD_URB,RT,IE,2013,0.8
RD_URB,RT,IS,2013,1.2
RD_URB,RT,IT,2013,2.4
RD_URB,RT,LU,2013,2.8
RD_URB,RT,LV,2013,2.6
RD_URB,RT,NL,2013,1.2
RD_URB,RT,NO,2013,0.6
RD_URB,RT,PL,2013,4.2
RD_URB,RT,PT,2013,3.4
RD_URB,RT,RO,2013,5.8
RD_URB,RT,SE,2013,0.6
RD_URB,RT,SI,2013,2.6
RD_URB,RT,UK,2013,0.9
TOTAL,NR,AT,2013,455.0
TOTAL,NR,BE,2013,764.0
TOTAL,NR,BG,2013,601.0
TOTAL,NR,CH,2013,269.0
TOTAL,NR,CY,2013,44.0
TOTAL,NR,CZ,2013,654.0
TOTAL,NR,DE,2013,3339.0
TOTAL,NR,DK,2013,191.0
TOTAL,NR,EE,2013,81.0
TOTAL,NR,EL,2013,879.0
TOTAL,NR,ES,2013,1636.0
TOTAL,NR,EU27_2020,2013,24182.0
TOTAL,NR,EU28,2013,25983.0
TOTAL,NR,FI,2013,258.0
TOTAL,NR,FR,2013,3268.0
TOTAL,NR,HR,2013,368.0
TOTAL,NR,HU,2013,591.0
TOTAL,NR,IE,2013,188.0
TOTAL,NR,IS,2013,15.0
TOTAL,NR,IT,2013,3401.0
TOTAL,NR,LI,2013,2.0
TOTAL,NR,LT,2013,256.0
TOTAL,NR,LU,2013,45.0
TOTAL,NR,LV,2013,179.0
TOTAL,NR,MT,2013,17.0
TOTAL,NR,NL,2013,476.0
TOTAL,NR,NO,2013,187.0
TOTAL,NR,PL,2013,3357.0
TOTAL,NR,PT,2013,637.0
TOTAL,NR,RO,2013,1861.0
TOTAL,NR,SE,2013,260.0
TOTAL,NR,SI,2013,125.0
TOTAL,NR,SK,2013,251.0
TOTAL,NR,TR,2013,3685.0
TOTAL,NR,UK,2013,1770.0
TOTAL,RT,AT,2013,5.4
TOTAL,RT,BE,2013,6.8
TOTAL,RT,BG,2013,8.3
TOTAL,RT,CH,2013,3.3
TOTAL,RT,CY,2013,5.1
TOTAL,RT,CZ,2013,6.2
TOTAL,RT,DE,2013,4.1
TOTAL,RT,DK,2013,3.4
TOTAL,RT,EE,2013,6.1
TOTAL,RT,EL,2013,8.0
TOTAL,RT,ES,2013,3.5
TOTAL,RT,EU27_2020,2013,5.5
TOTAL,RT,EU28,2013,5.1
TOTAL,RT,FI,2013,4.7
TOTAL,RT,FR,2013,5.0
TOTAL,RT,HR,2013,8.6
TOTAL,RT,HU,2013,6.0
TOTAL,RT,IE,2013,4.1
TOTAL,RT,IS,2013,4.6
TOTAL,RT,IT,2013,5.6
TOTAL,RT,LI,2013,5.4
TOTAL,RT,LT,2013,8.7
TOTAL,RT,LU,2013,8.3
TOTAL,RT,LV,2013,8.9
TOTAL,RT,MT,2013,4.0
TOTAL,RT,NL,2013,2.8
TOTAL,RT,NO,2013,3.7
TOTAL,RT,PL,2013,8.8
TOTAL,RT,PT,2013,6.1
TOTAL,RT,RO,2013,9.3
TOTAL,RT,SE,2013,2.7
TOTAL,RT,SI,2013,6.1
TOTAL,RT,SK,2013,4.6
TOTAL,RT,TR,2013,4.8
TOTAL,RT,UK,2013,2.8
UNK,NR,BE,2013,7.0
UNK,NR,EE,2013,81.0
UNK,NR,LI,2013,2.0
UNK,NR,LT,2013,256.0
UNK,NR,MT,2013,17.0
UNK,NR,NL,2013,15.0
UNK,NR,NO,2013,3.0
UNK,NR,SE,2013,6.0
UNK,NR,SK,2013,251.0
UNK,RT,BE,2013,0.1
UNK,RT,EE,2013,6.1
UNK,RT,LI,2013,5.4
UNK,RT,LT,2013,8.7
UNK,RT,MT,2013,4.0
UNK,RT,NL,2013,0.1
UNK,RT,NO,2013,0.1
UNK,RT,SE,2013,0.1
UNK,RT,SK,2013,4.6
MWAY,NR,AT,2014,36.0
MWAY,NR,BE,2014,108.0
MWAY,NR,BG,2014,39.0
MWAY,NR,CH,2014,12.0
MWAY,NR,CY,2014,3.0
MWAY,NR,CZ,2014,23.0
MWAY,NR,DE,2014,375.0
MWAY,NR,DK,2014,14.0
MWAY,NR,EL,2014,56.0
MWAY,NR,ES,2014,289.0
MWAY,NR,FI,2014,8.0
MWAY,NR,FR,2014,220.0
MWAY,NR,HR,2014,22.0
MWAY,NR,HU,2014,27.0
MWAY,NR,IE,2014,5.0
MWAY,NR,IT,2014,287.0
MWAY,NR,LU,2014,3.0
MWAY,NR,NL,2014,57.0
MWAY,NR,PL,2014,56.0
MWAY,NR,PT,2014,50.0
MWAY,NR,RO,2014,21.0
MWAY,NR,SE,2014,31.0
MWAY,NR,SI,2014,15.0
MWAY,NR,UK,2014,81.0
MWAY,RT,AT,2014,0.4
MWAY,RT,BE,2014,1.0
MWAY,RT,BG,2014,0.5
MWAY,RT,CH,2014,0.1
MWAY,RT,CY,2014,0.4
MWAY,RT,CZ,2014,0.2
MWAY,RT,DE,2014,0.5
MWAY,RT,DK,2014,0.2
MWAY,RT,EL,2014,0.5
MWAY,RT,ES,2014,0.6
MWAY,RT,FI,2014,0.1
MWAY,RT,FR,2014,0.3
MWAY,RT,HR,2014,0.5
MWAY,RT,HU,2014,0.3
MWAY,RT,IE,2014,0.1
MWAY,RT,IT,2014,0.5
MWAY,RT,LU,2014,0.5
MWAY,RT,NL,2014,0.3
MWAY,RT,PL,2014,0.1
MWAY,RT,PT,2014,0.5
MWAY,RT,RO,2014,0.1
MWAY,RT,SE,2014,0.3
MWAY,RT,SI,2014,0.7
MWAY,RT,UK,2014,0.1
RD_RUR,NR,AT,2014,271.0
RD_RUR,NR,BE,2014,397.0
RD_RUR,NR,BG,2014,371.0
RD_RUR,NR,CH,2014,138.0
RD_RUR,NR,CY,2014,8.0
RD_RUR,NR,CZ,2014,431.0
RD_RUR,NR,DE,2014,2019.0
RD_RUR,NR,DK,2014,122.0
RD_RUR,NR,EE,2014,56.0
RD_RUR,NR,EL,2014,338.0
RD_RUR,NR,ES,2014,953.0
RD_RUR,NR,FI,2014,159.0
RD_RUR,NR,FR,2014,2171.0
RD_RUR,NR,HR,2014,95.0
RD_RUR,NR,HU,2014,362.0
RD_RUR,NR,IE,2014,127.0
RD_RUR,NR,IS,2014,4.0
RD_RUR,NR,IT,2014,1589.0
RD_RUR,NR,LU,2014,23.0
RD_RUR,NR,LV,2014,143.0
RD_RUR,NR,NL,2014,205.0
RD_RUR,NR,NO,2014,117.0
RD_RUR,NR,PL,2014,1680.0
RD_RUR,NR,PT,2014,241.0
RD_RUR,NR,RO,2014,651.0
RD_RUR,NR,SE,2014,158.0
RD_RUR,NR,SI,2014,53.0
RD_RUR,NR,UK,2014,1142.0
RD_RUR,RT,AT,2014,3.2
RD_RUR,RT,BE,2014,3.5
RD_RUR,RT,BG,2014,5.1
RD_RUR,RT,CH,2014,1.7
RD_RUR,RT,CY,2014,0.9
RD_RUR,RT,CZ,2014,4.1
RD_RUR,RT,DE,2014,2.5
RD_RUR,RT,DK,2014,2.2
RD_RUR,RT,EE,2014,4.3
RD_RUR,RT,EL,2014,3.1
RD_RUR,RT,ES,2014,2.1
RD_RUR,RT,FI,2014,2.9
RD_RUR,RT,FR,2014,3.3
RD_RUR,RT,HR,2014,2.2
RD_RUR,RT,HU,2014,3.7
RD_RUR,RT,IE,2014,2.7
RD_RUR,RT,IS,2014,1.2
RD_RUR,RT,IT,2014,2.6
RD_RUR,RT,LU,2014,4.1
RD_RUR,RT,LV,2014,7.2
RD_RUR,RT,NL,2014,1.2
RD_RUR,RT,NO,2014,2.3
RD_RUR,RT,PL,2014,4.4
RD_RUR,RT,PT,2014,2.3
RD_RUR,RT,RO,2014,3.3
RD_RUR,RT,SE,2014,1.6
RD_RUR,RT,SI,2014,2.6
RD_RUR,RT,UK,2014,1.8
RD_URB,NR,AT,2014,123.0
RD_URB,NR,BE,2014,231.0
RD_URB,NR,BG,2014,251.0
RD_URB,NR,CH,2014,93.0
RD_URB,NR,CY,2014,34.0
RD_URB,NR,CZ,2014,234.0
RD_URB,NR,DE,2014,983.0
RD_URB,NR,DK,2014,46.0
RD_URB,NR,EE,2014,22.0
RD_URB,NR,EL,2014,401.0
RD_URB,NR,ES,2014,437.0
RD_URB,NR,FI,2014,62.0
RD_URB,NR,FR,2014,993.0
RD_URB,NR,HR,2014,191.0
RD_URB,NR,HU,2014,237.0
RD_URB,NR,IE,2014,60.0
RD_URB,NR,IS,2014,0.0
RD_URB,NR,IT,2014,1505.0
RD_URB,NR,LU,2014,9.0
RD_URB,NR,LV,2014,69.0
RD_URB,NR,NL,2014,158.0
RD_URB,NR,NO,2014,30.0
RD_URB,NR,PL,2014,1466.0
RD_URB,NR,PT,2014,347.0
RD_URB,NR,RO,2014,1146.0
RD_URB,NR,SE,2014,67.0
RD_URB,NR,SI,2014,40.0
RD_URB,NR,UK,2014,631.0
RD_URB,RT,AT,2014,1.4
RD_URB,RT,BE,2014,2.1
RD_URB,RT,BG,2014,3.5
RD_URB,RT,CH,2014,1.1
RD_URB,RT,CY,2014,4.0
RD_URB,RT,CZ,2014,2.2
RD_URB,RT,DE,2014,1.2
RD_URB,RT,DK,2014,0.8
RD_URB,RT,EE,2014,1.7
RD_URB,RT,EL,2014,3.7
RD_URB,RT,ES,2014,0.9
RD_URB,RT,FI,2014,1.1
RD_URB,RT,FR,2014,1.5
RD_URB,RT,HR,2014,4.5
RD_URB,RT,HU,2014,2.4
RD_URB,RT,IE,2014,1.3
RD_URB,RT,IS,2014,0.0
RD_URB,RT,IT,2014,2.5
RD_URB,RT,LU,2014,1.6
RD_URB,RT,LV,2014,3.5
RD_URB,RT,NL,2014,0.9
RD_URB,RT,NO,2014,0.6
RD_URB,RT,PL,2014,3.9
RD_URB,RT,PT,2014,3.3
RD_URB,RT,RO,2014,5.8
RD_URB,RT,SE,2014,0.7
RD_URB,RT,SI,2014,1.9
RD_URB,RT,UK,2014,1.0
TOTAL,NR,AT,2014,430.0
TOTAL,NR,BE,2014,745.0
TOTAL,NR,BG,2014,661.0
TOTAL,NR,CH,2014,243.0
TOTAL,NR,CY,2014,45.0
TOTAL,NR,CZ,2014,688.0
TOTAL,NR,DE,2014,3377.0
TOTAL,NR,DK,2014,182.0
TOTAL,NR,EE,2014,78.0
TOTAL,NR,EL,2014,795.0
TOTAL,NR,ES,2014,1679.0
TOTAL,NR,EU27_2020,2014,24131.0
TOTAL,NR,EU28,2014,25987.0
TOTAL,NR,FI,2014,229.0
TOTAL,NR,FR,2014,3384.0
TOTAL,NR,HR,2014,308.0
TOTAL,NR,HU,2014,626.0
TOTAL,NR,IE,2014,192.0
TOTAL,NR,IS,2014,4.0
TOTAL,NR,IT,2014,3381.0
TOTAL,NR,LI,2014,3.0
TOTAL,NR,LT,2014,267.0
TOTAL,NR,LU,2014,35.0
TOTAL,NR,LV,2014,212.0
TOTAL,NR,MT,2014,10.0
TOTAL,NR,NL,2014,476.0
TOTAL,NR,NO,2014,147.0
TOTAL,NR,PL,2014,3202.0
TOTAL,NR,PT,2014,638.0
TOTAL,NR,RO,2014,1818.0
TOTAL,NR,SE,2014,270.0
TOTAL,NR,SI,2014,108.0
TOTAL,NR,SK,2014,295.0
TOTAL,NR,TR,2014,3524.0
TOTAL,NR,UK,2014,1854.0
TOTAL,RT,AT,2014,5.0
TOTAL,RT,BE,2014,6.6
TOTAL,RT,BG,2014,9.2
TOTAL,RT,CH,2014,3.0
TOTAL,RT,CY,2014,5.3
TOTAL,RT,CZ,2014,6.5
TOTAL,RT,DE,2014,4.2
TOTAL,RT,DK,2014,3.2
TOTAL,RT,EE,2014,5.9
TOTAL,RT,EL,2014,7.3
TOTAL,RT,ES,2014,3.6
TOTAL,RT,EU27_2020,2014,5.4
TOTAL,RT,EU28,2014,5.1
TOTAL,RT,FI,2014,4.2
TOTAL,RT,FR,2014,5.1
TOTAL,RT,HR,2014,7.3
TOTAL,RT,HU,2014,6.3
TOTAL,RT,IE,2014,4.1
TOTAL,RT,IS,2014,1.2
TOTAL,RT,IT,2014,5.6
TOTAL,RT,LI,2014,8.1
TOTAL,RT,LT,2014,9.1
TOTAL,RT,LU,2014,6.3
TOTAL,RT,LV,2014,10.6
TOTAL,RT,MT,2014,2.3
TOTAL,RT,NL,2014,2.8
TOTAL,RT,NO,2014,2.9
TOTAL,RT,PL,2014,8.4
TOTAL,RT,PT,2014,6.1
TOTAL,RT,RO,2014,9.1
TOTAL,RT,SE,2014,2.8
TOTAL,RT,SI,2014,5.2
TOTAL,RT,SK,2014,5.4
TOTAL,RT,TR,2014,4.6
TOTAL,RT,UK,2014,2.9
UNK,NR,BE,2014,9.0
UNK,NR,LI,2014,3.0
UNK,NR,LT,2014,267.0
UNK,NR,MT,2014,10.0
UNK,NR,NL,2014,56.0
UNK,NR,NO,2014,0.0
UNK,NR,SE,2014,14.0
UNK,NR,SK,2014,295.0
UNK,RT,BE,2014,0.1
UNK,RT,LI,2014,8.1
UNK,RT,LT,2014,9.1
UNK,RT,MT,2014,2.3
UNK,RT,NL,2014,0.3
UNK,RT,NO,2014,0.0
UNK,RT,SE,2014,0.1
UNK,RT,SK,2014,5.4
MWAY,NR,AT,2015,41.0
MWAY,NR,BE,2015,110.0
MWAY,NR,BG,2015,60.0
MWAY,NR,CH,2015,21.0
MWAY,NR,CY,2015,6.0
MWAY,NR,CZ,2015,31.0
MWAY,NR,DE,2015,414.0
MWAY,NR,DK,2015,16.0
MWAY,NR,EL,2015,53.0
MWAY,NR,ES,2015,277.0
MWAY,NR,FI,2015,6.0
MWAY,NR,FR,2015,297.0
MWAY,NR,HR,2015,16.0
MWAY,NR,HU,2015,34.0
MWAY,NR,IE,2015,7.0
MWAY,NR,IT,2015,305.0
MWAY,NR,LU,2015,3.0
MWAY,NR,NL,2015,79.0
MWAY,NR,PL,2015,61.0
MWAY,NR,PT,2015,61.0
MWAY,NR,RO,2015,19.0
MWAY,NR,SE,2015,15.0
MWAY,NR,SI,2015,15.0
MWAY,NR,UK,2015,93.0
MWAY,RT,AT,2015,0.5
MWAY,RT,BE,2015,1.0
MWAY,RT,BG,2015,0.8
MWAY,RT,CH,2015,0.3
MWAY,RT,CY,2015,0.7
MWAY,RT,CZ,2015,0.3
MWAY,RT,DE,2015,0.5
MWAY,RT,DK,2015,0.3
MWAY,RT,EL,2015,0.5
MWAY,RT,ES,2015,0.6
MWAY,RT,FI,2015,0.1
MWAY,RT,FR,2015,0.4
MWAY,RT,HR,2015,0.4
MWAY,RT,HU,2015,0.3
MWAY,RT,IE,2015,0.1
MWAY,RT,IT,2015,0.5
MWAY,RT,LU,2015,0.5
MWAY,RT,NL,2015,0.5
MWAY,RT,PL,2015,0.2
MWAY,RT,PT,2015,0.6
MWAY,RT,RO,2015,0.1
MWAY,RT,SE,2015,0.2
MWAY,RT,SI,2015,0.7
MWAY,RT,UK,2015,0.1
RD_RUR,NR,AT,2015,310.0
RD_RUR,NR,BE,2015,415.0
RD_RUR,NR,BG,2015,379.0
RD_RUR,NR,CH,2015,113.0
RD_RUR,NR,CY,2015,14.0
RD_RUR,NR,CZ,2015,483.0
RD_RUR,NR,DE,2015,1997.0
RD_RUR,NR,DK,2015,100.0
RD_RUR,NR,EL,2015,352.0
RD_RUR,NR,ES,2015,971.0
RD_RUR,NR,FI,2015,189.0
RD_RUR,NR,FR,2015,2175.0
RD_RUR,NR,HR,2015,112.0
RD_RUR,NR,HU,2015,349.0
RD_RUR,NR,IE,2015,121.0
RD_RUR,NR,IS,2015,13.0
RD_RUR,NR,IT,2015,1621.0
RD_RUR,NR,LU,2015,28.0
RD_RUR,NR,LV,2015,144.0
RD_RUR,NR,MT,2015,1.0
RD_RUR,NR,NL,2015,305.0
RD_RUR,NR,NO,2015,95.0
RD_RUR,NR,PL,2015,1629.0
RD_RUR,NR,PT,2015,228.0
RD_RUR,NR,RO,2015,720.0
RD_RUR,NR,SE,2015,179.0
RD_RUR,NR,SI,2015,66.0
RD_RUR,NR,UK,2015,1093.0
RD_RUR,RT,AT,2015,3.6
RD_RUR,RT,BE,2015,3.7
RD_RUR,RT,BG,2015,5.3
RD_RUR,RT,CH,2015,1.4
RD_RUR,RT,CY,2015,1.7
RD_RUR,RT,CZ,2015,4.6
RD_RUR,RT,DE,2015,2.4
RD_RUR,RT,DK,2015,1.8
RD_RUR,RT,EL,2015,3.3
RD_RUR,RT,ES,2015,2.1
RD_RUR,RT,FI,2015,3.4
RD_RUR,RT,FR,2015,3.3
RD_RUR,RT,HR,2015,2.7
RD_RUR,RT,HU,2015,3.5
RD_RUR,RT,IE,2015,2.6
RD_RUR,RT,IS,2015,3.9
RD_RUR,RT,IT,2015,2.7
RD_RUR,RT,LU,2015,4.9
RD_RUR,RT,LV,2015,7.3
RD_RUR,RT,MT,2015,0.2
RD_RUR,RT,NL,2015,1.8
RD_RUR,RT,NO,2015,1.8
RD_RUR,RT,PL,2015,4.3
RD_RUR,RT,PT,2015,2.2
RD_RUR,RT,RO,2015,3.6
RD_RUR,RT,SE,2015,1.8
RD_RUR,RT,SI,2015,3.2
RD_RUR,RT,UK,2015,1.7
RD_URB,NR,AT,2015,128.0
RD_URB,NR,BE,2015,231.0
RD_URB,NR,BG,2015,269.0
RD_URB,NR,CH,2015,119.0
RD_URB,NR,CY,2015,37.0
RD_URB,NR,CZ,2015,220.0
RD_URB,NR,DE,2015,1048.0
RD_URB,NR,DK,2015,62.0
RD_URB,NR,EL,2015,388.0
RD_URB,NR,ES,2015,441.0
RD_URB,NR,FI,2015,75.0
RD_URB,NR,FR,2015,987.0
RD_URB,NR,HR,2015,220.0
RD_URB,NR,HU,2015,261.0
RD_URB,NR,IE,2015,34.0
RD_URB,NR,IS,2015,3.0
RD_URB,NR,IT,2015,1502.0
RD_URB,NR,LU,2015,5.0
RD_URB,NR,LV,2015,44.0
RD_URB,NR,MT,2015,10.0
RD_URB,NR,NL,2015,126.0
RD_URB,NR,NO,2015,22.0
RD_URB,NR,PL,2015,1248.0
RD_URB,NR,PT,2015,304.0
RD_URB,NR,RO,2015,1154.0
RD_URB,NR,SE,2015,58.0
RD_URB,NR,SI,2015,39.0
RD_URB,NR,UK,2015,618.0
RD_URB,RT,AT,2015,1.5
RD_URB,RT,BE,2015,2.0
RD_URB,RT,BG,2015,3.7
RD_URB,RT,CH,2015,1.4
RD_URB,RT,CY,2015,4.4
RD_URB,RT,CZ,2015,2.1
RD_URB,RT,DE,2015,1.3
RD_URB,RT,DK,2015,1.1
RD_URB,RT,EL,2015,3.6
RD_URB,RT,ES,2015,0.9
